index,source,title_en,summary_en,filename,topic_en,sentiment_polarity,sentiment_confidence,sentiment_reasoning,joy_weight,joy_confidence,joy_reasoning,trust_weight,trust_confidence,trust_reasoning,fear_weight,fear_confidence,fear_reasoning,surprise_weight,surprise_confidence,surprise_reasoning,sadness_weight,sadness_confidence,sadness_reasoning,disgust_weight,disgust_confidence,digust_reasoning,anger_weight,anger_confidence,anger_reasoning,anticipation_weight,anticipation_confidence,anticipation_reasoning
310,bbc_english,US Senator Says 'Traumatised' Man Deported to El Salvador Moved to New Prison,"US Senator Chris Van Hollen reports that Kilmar Ábrego García, mistakenly deported to El Salvador, has been moved to a new prison. Ábrego García was initially held in the notorious mega-jail Cecot and was reportedly ""traumatised"" and fearful. Despite a Supreme Court order to facilitate his return, the Trump administration refuses, accusing him of MS-13 membership. Van Hollen visited Ábrego García in El Salvador and is advocating for his due process rights, emphasizing that Ábrego García has never been convicted of a crime. The senator expressed frustration with the Trump administration's handling of the case. The White House insists he will never return to the US, citing his alleged gang affiliation. The case highlights a conflict between the Trump administration and the US courts over immigration and due process.",3_news_news_articles_cjdx0gp0kd0o.txt,Trump Administration's Handling of the Case,-0.7,90,"The sentiment is negative due to the administration's refusal to comply with court orders and their insistence on deporting Ábrego García, despite the Supreme Court ruling. Phrases like 'push back against the order,' 'will not return to the US,' and 'not a very innocent guy' contribute to this negative sentiment.",0.0,95,No indication of joy.,0.1,40,Very low trust due to the perceived disregard for the rule of law.,0.2,50,Some fear regarding the implications of the administration's actions for due process.,0.3,60,Some surprise at the administration's defiance of the court.,0.4,60,Some sadness at the injustice.,0.7,80,Disgust at the administration's actions and justifications.,0.8,90,High anger at the perceived injustice and disregard for the rule of law.,0.3,50,Low anticipation of a positive outcome.
311,bbc_english,US Senator Says 'Traumatised' Man Deported to El Salvador Moved to New Prison,"US Senator Chris Van Hollen reports that Kilmar Ábrego García, mistakenly deported to El Salvador, has been moved to a new prison. Ábrego García was initially held in the notorious mega-jail Cecot and was reportedly ""traumatised"" and fearful. Despite a Supreme Court order to facilitate his return, the Trump administration refuses, accusing him of MS-13 membership. Van Hollen visited Ábrego García in El Salvador and is advocating for his due process rights, emphasizing that Ábrego García has never been convicted of a crime. The senator expressed frustration with the Trump administration's handling of the case. The White House insists he will never return to the US, citing his alleged gang affiliation. The case highlights a conflict between the Trump administration and the US courts over immigration and due process.",3_news_news_articles_cjdx0gp0kd0o.txt,Senator Chris Van Hollen's Involvement,0.6,85,"The sentiment is generally positive due to the senator's efforts to advocate for Ábrego García's rights and ensure due process. Phrases like 'defending the rights of this man to due process,' 'ensure both the rule of law and the right to due process before the courts are upheld,' and 'helped facilitate a meeting' contribute to this positive sentiment.",0.2,40,"Limited joy, but some satisfaction in advocating for justice.",0.7,80,High trust in the senator's intentions and actions.,0.1,30,Low fear.,0.2,40,Low surprise.,0.3,50,Some sadness at the situation.,0.2,40,Some disgust at the injustice.,0.5,70,Moderate anger at the injustice.,0.7,80,"High anticipation of a positive outcome, or at least a fair process."
312,bbc_english,US Senator Says 'Traumatised' Man Deported to El Salvador Moved to New Prison,"US Senator Chris Van Hollen reports that Kilmar Ábrego García, mistakenly deported to El Salvador, has been moved to a new prison. Ábrego García was initially held in the notorious mega-jail Cecot and was reportedly ""traumatised"" and fearful. Despite a Supreme Court order to facilitate his return, the Trump administration refuses, accusing him of MS-13 membership. Van Hollen visited Ábrego García in El Salvador and is advocating for his due process rights, emphasizing that Ábrego García has never been convicted of a crime. The senator expressed frustration with the Trump administration's handling of the case. The White House insists he will never return to the US, citing his alleged gang affiliation. The case highlights a conflict between the Trump administration and the US courts over immigration and due process.",3_news_news_articles_cjdx0gp0kd0o.txt,MS-13 Allegations,-0.9,95,"The sentiment is negative due to the association with a designated foreign terrorist organization. The phrase 'transnational Salvadoran gang MS-13, a designated foreign terrorist organisation' carries a strong negative connotation.",0.0,95,No joy associated with this topic.,0.0,95,No trust associated with this topic.,0.9,95,High fear associated with a terrorist organization.,0.1,40,Low surprise.,0.5,70,Some sadness due to the implications of gang activity.,0.9,95,High disgust associated with gang activity.,0.9,95,High anger associated with gang activity.,0.1,40,Low anticipation of a positive outcome.
313,bbc_english,US Senator Says 'Traumatised' Man Deported to El Salvador Moved to New Prison,"US Senator Chris Van Hollen reports that Kilmar Ábrego García, mistakenly deported to El Salvador, has been moved to a new prison. Ábrego García was initially held in the notorious mega-jail Cecot and was reportedly ""traumatised"" and fearful. Despite a Supreme Court order to facilitate his return, the Trump administration refuses, accusing him of MS-13 membership. Van Hollen visited Ábrego García in El Salvador and is advocating for his due process rights, emphasizing that Ábrego García has never been convicted of a crime. The senator expressed frustration with the Trump administration's handling of the case. The White House insists he will never return to the US, citing his alleged gang affiliation. The case highlights a conflict between the Trump administration and the US courts over immigration and due process.",3_news_news_articles_cjdx0gp0kd0o.txt,US Courts System vs. Trump Administration,-0.3,70,"The sentiment is mixed, reflecting a conflict. The courts are attempting to uphold due process, while the administration is resisting. This creates a sense of tension and uncertainty.",0.1,20,Minimal joy.,0.3,50,"Moderate trust in the court system, but low trust in the administration.",0.6,70,Fear about the implications of the conflict for the rule of law.,0.5,60,Some surprise at the level of conflict.,0.4,60,Some sadness at the breakdown of the system.,0.4,50,Some disgust at the perceived disregard for the rule of law.,0.6,70,Moderate anger at the conflict.,0.4,60,Uncertain anticipation of the outcome.
314,bbc_english,Police algorithm said Lina was at 'medium' risk. Then she was killed,"This article discusses the case of Lina, a woman in Spain who was murdered by her ex-partner after being assessed as ""medium"" risk by VioGén, a police algorithm used to predict domestic violence. The article raises questions about the accuracy and effectiveness of VioGén and similar tools used in other countries. It explores whether the algorithm's assessment influenced the denial of a restraining order and highlights concerns about potential algorithmic bias and lack of independent audits. The article also presents different perspectives on VioGén's value, with some officials defending its importance while critics point out its limitations and potential for error. The impact of Lina's death on her family and community is also discussed.",4_news_news_articles_clyw7g4zxwzo.txt,Lina's Case,-0.8,95,"The overall sentiment is negative due to the tragic death of Lina and the circumstances surrounding it, with phrases like 'threatening her,' 'she was scared,' and 'she was dead' contributing to this.",0.0,99,The narrative is devoid of joy.,0.1,70,There is a lack of trust in the system to protect Lina.,0.8,90,Lina experienced fear due to the threats from her ex-partner.,0.6,80,The suddenness of her death contributes to surprise.,0.9,95,The death of Lina is a deeply sad event.,0.5,75,Disgust at the violence and the system's failure.,0.7,85,Anger at the perpetrator and the perceived failures of the system.,0.2,60,There was anticipation of a better outcome that did not materialize.
315,bbc_english,Police algorithm said Lina was at 'medium' risk. Then she was killed,"This article discusses the case of Lina, a woman in Spain who was murdered by her ex-partner after being assessed as ""medium"" risk by VioGén, a police algorithm used to predict domestic violence. The article raises questions about the accuracy and effectiveness of VioGén and similar tools used in other countries. It explores whether the algorithm's assessment influenced the denial of a restraining order and highlights concerns about potential algorithmic bias and lack of independent audits. The article also presents different perspectives on VioGén's value, with some officials defending its importance while critics point out its limitations and potential for error. The impact of Lina's death on her family and community is also discussed.",4_news_news_articles_clyw7g4zxwzo.txt,VioGén Algorithm,-0.3,85,"The sentiment is mixed, with positive aspects of the algorithm's intention offset by its failure in Lina's case and concerns about accuracy and bias.",0.1,50,Minimal joy associated with the algorithm itself.,0.3,65,"Some trust in the system's intention, but undermined by its failures.",0.4,70,Fear that the algorithm may not be accurate or may be biased.,0.3,60,Surprise at the algorithm's misclassification of risk.,0.4,70,Sadness associated with the algorithm's failure to protect victims.,0.2,55,Disgust at the potential for algorithmic bias.,0.3,65,Anger at the system's perceived inadequacy.,0.5,75,Hope that the algorithm can be improved and made more effective.
316,bbc_english,Police algorithm said Lina was at 'medium' risk. Then she was killed,"This article discusses the case of Lina, a woman in Spain who was murdered by her ex-partner after being assessed as ""medium"" risk by VioGén, a police algorithm used to predict domestic violence. The article raises questions about the accuracy and effectiveness of VioGén and similar tools used in other countries. It explores whether the algorithm's assessment influenced the denial of a restraining order and highlights concerns about potential algorithmic bias and lack of independent audits. The article also presents different perspectives on VioGén's value, with some officials defending its importance while critics point out its limitations and potential for error. The impact of Lina's death on her family and community is also discussed.",4_news_news_articles_clyw7g4zxwzo.txt,Spanish Legal System (Restraining Orders),-0.4,80,"The sentiment is somewhat negative due to the denial of Lina's restraining order and the 'postcode lottery' for women applying for them, suggesting a flawed system.",0.0,99,No joy associated with this topic.,0.2,60,Limited trust in the system to protect women.,0.5,75,Fear that the legal system may not adequately protect victims of domestic violence.,0.3,60,Surprise at the inconsistency in granting restraining orders.,0.5,75,Sadness associated with the system's failures.,0.3,65,Disgust at the perceived unfairness of the system.,0.4,70,Anger at the system's perceived inadequacy.,0.3,65,Hope that the system can be improved.
317,bbc_english,Police algorithm said Lina was at 'medium' risk. Then she was killed,"This article discusses the case of Lina, a woman in Spain who was murdered by her ex-partner after being assessed as ""medium"" risk by VioGén, a police algorithm used to predict domestic violence. The article raises questions about the accuracy and effectiveness of VioGén and similar tools used in other countries. It explores whether the algorithm's assessment influenced the denial of a restraining order and highlights concerns about potential algorithmic bias and lack of independent audits. The article also presents different perspectives on VioGén's value, with some officials defending its importance while critics point out its limitations and potential for error. The impact of Lina's death on her family and community is also discussed.",4_news_news_articles_clyw7g4zxwzo.txt,Algorithmic Bias,-0.6,90,"The sentiment is negative due to the potential for unfair or discriminatory outcomes, highlighted by the mention of the US recidivism tool and the Eticas investigation.",0.0,99,No joy associated with this topic.,0.1,50,Very little trust in unbiased algorithms.,0.7,85,Fear of unfair or discriminatory outcomes.,0.2,55,Surprise at the extent of algorithmic bias.,0.4,70,Sadness associated with the potential for injustice.,0.6,80,Disgust at the potential for discrimination.,0.5,75,Anger at the potential for unfairness.,0.4,70,Hope that algorithmic bias can be mitigated.
318,bbc_english,Police algorithm said Lina was at 'medium' risk. Then she was killed,"This article discusses the case of Lina, a woman in Spain who was murdered by her ex-partner after being assessed as ""medium"" risk by VioGén, a police algorithm used to predict domestic violence. The article raises questions about the accuracy and effectiveness of VioGén and similar tools used in other countries. It explores whether the algorithm's assessment influenced the denial of a restraining order and highlights concerns about potential algorithmic bias and lack of independent audits. The article also presents different perspectives on VioGén's value, with some officials defending its importance while critics point out its limitations and potential for error. The impact of Lina's death on her family and community is also discussed.",4_news_news_articles_clyw7g4zxwzo.txt,Spain's Interior Ministry,-0.1,75,"The sentiment is neutral to slightly negative due to the ministry's reluctance to allow access to VioGén data, offset somewhat by its efforts to refine the questionnaire.",0.1,40,Minimal joy.,0.3,60,"Some trust, but undermined by lack of transparency.",0.2,50,Fear of compromising security.,0.1,40,Minimal surprise.,0.2,50,Some sadness associated with the limitations of the system.,0.1,40,Minimal disgust.,0.2,50,Some anger at the lack of transparency.,0.4,70,Hope for future improvements.
319,bbc_english,Oldest Serving US Astronaut Returns to Earth on 70th Birthday,"Astronaut Don Pettit, the oldest serving US astronaut, returned to Earth on his 70th birthday along with Russian crewmates Alexey Ovchinin and Ivan Vagner after spending 220 days on the International Space Station (ISS). Their Soyuz capsule landed in Kazakhstan. Pettit has spent a total of 590 days in space across four missions, though he is not the oldest person to fly in space, a record held by John Glenn. The crew will readjust to gravity before Pettit returns to Houston and his Russian counterparts go to Star City near Moscow. Command of the ISS was handed over to Japanese astronaut Takuya Onishi. The article also mentions the delayed return of astronauts Butch Wilmore and Suni Williams, who spent significantly longer than planned on the ISS due to technical issues.",5_news_news_articles_czx1g0q43gqo.txt,Don Pettit's Return,0.8,95,"The return is presented as a positive event, especially given it coincided with his birthday. The tone is celebratory and informative.",0.7,85,Returning to Earth and celebrating a birthday are joyful events.,0.6,75,The successful return indicates trust in the space program and technology.,0.1,70,Space travel inherently involves some element of risk.,0.2,60,"While planned, the return itself is a significant event.",0.1,50,A small element of sadness might be associated with leaving the ISS.,0.0,90,No disgust is apparent in the context.,0.0,90,No anger is apparent in the context.,0.5,70,Anticipation for what comes next after returning.
320,bbc_english,Oldest Serving US Astronaut Returns to Earth on 70th Birthday,"Astronaut Don Pettit, the oldest serving US astronaut, returned to Earth on his 70th birthday along with Russian crewmates Alexey Ovchinin and Ivan Vagner after spending 220 days on the International Space Station (ISS). Their Soyuz capsule landed in Kazakhstan. Pettit has spent a total of 590 days in space across four missions, though he is not the oldest person to fly in space, a record held by John Glenn. The crew will readjust to gravity before Pettit returns to Houston and his Russian counterparts go to Star City near Moscow. Command of the ISS was handed over to Japanese astronaut Takuya Onishi. The article also mentions the delayed return of astronauts Butch Wilmore and Suni Williams, who spent significantly longer than planned on the ISS due to technical issues.",5_news_news_articles_czx1g0q43gqo.txt,International Space Station (ISS),0.5,80,"The ISS is presented as a place of work and collaboration. The tone is neutral, focusing on its function.",0.3,60,The ISS represents human achievement and exploration.,0.7,80,The ISS is a symbol of international collaboration and scientific progress.,0.2,70,The ISS environment has inherent risks.,0.1,50,The constant research and discoveries might bring surprises.,0.1,50,Leaving the ISS could induce some sadness.,0.0,90,No disgust is apparent in the context.,0.0,90,No anger is apparent in the context.,0.6,75,Anticipation of future research and discoveries on the ISS.
321,bbc_english,Oldest Serving US Astronaut Returns to Earth on 70th Birthday,"Astronaut Don Pettit, the oldest serving US astronaut, returned to Earth on his 70th birthday along with Russian crewmates Alexey Ovchinin and Ivan Vagner after spending 220 days on the International Space Station (ISS). Their Soyuz capsule landed in Kazakhstan. Pettit has spent a total of 590 days in space across four missions, though he is not the oldest person to fly in space, a record held by John Glenn. The crew will readjust to gravity before Pettit returns to Houston and his Russian counterparts go to Star City near Moscow. Command of the ISS was handed over to Japanese astronaut Takuya Onishi. The article also mentions the delayed return of astronauts Butch Wilmore and Suni Williams, who spent significantly longer than planned on the ISS due to technical issues.",5_news_news_articles_czx1g0q43gqo.txt,Soyuz MS-26 Landing,0.7,90,"The landing is described factually, indicating a successful and safe return.",0.5,70,Successful landing implies a positive outcome.,0.7,80,Trust in the technology and procedures for safe landing.,0.3,75,Landing always involves some risk.,0.1,50,"The event is expected, so minimal surprise.",0.0,90,No sadness is apparent in the context.,0.0,90,No disgust is apparent in the context.,0.0,90,No anger is apparent in the context.,0.4,65,Anticipation of the astronauts' readjustment to Earth.
322,bbc_english,Oldest Serving US Astronaut Returns to Earth on 70th Birthday,"Astronaut Don Pettit, the oldest serving US astronaut, returned to Earth on his 70th birthday along with Russian crewmates Alexey Ovchinin and Ivan Vagner after spending 220 days on the International Space Station (ISS). Their Soyuz capsule landed in Kazakhstan. Pettit has spent a total of 590 days in space across four missions, though he is not the oldest person to fly in space, a record held by John Glenn. The crew will readjust to gravity before Pettit returns to Houston and his Russian counterparts go to Star City near Moscow. Command of the ISS was handed over to Japanese astronaut Takuya Onishi. The article also mentions the delayed return of astronauts Butch Wilmore and Suni Williams, who spent significantly longer than planned on the ISS due to technical issues.",5_news_news_articles_czx1g0q43gqo.txt,Butch Wilmore and Suni Williams' Delayed Return,-0.3,85,"The delay suggests potential problems and complications, leading to a slightly negative sentiment.",0.1,50,Eventual return is positive but overshadowed by the delay.,0.4,60,Some trust remains in the system's ability to eventually bring them back.,0.6,80,The delay and technical issues likely caused concern.,0.5,75,The extended stay and technical problems were unexpected.,0.3,65,The extended stay could have been difficult for the astronauts.,0.1,40,Minor frustration might be present.,0.2,55,Potential anger at the technical issues causing the delay.,0.2,60,Anticipation of their eventual return.
323,bbc_english,Why everyone is suddenly so interested in US bond markets,"The article discusses the recent volatility in the US bond market, triggered by concerns over trade tariffs and their potential impact on the US economy. Traditionally seen as a safe haven, US government bonds experienced a sell-off, causing interest rates to rise. This has implications for ordinary Americans and businesses, as it could lead to higher borrowing costs for mortgages, credit cards, and business loans. The article draws parallels with Liz Truss's mini-Budget in the UK, which also spooked bond markets. The article suggests that the bond market's reaction influenced President Trump to introduce a pause on tariff increases, highlighting the market's power. The article also touches upon China's significant holdings of US debt and whether they played a role in the sell-off. Ultimately, the article suggests the turmoil could lead to an emerging risk premium in US Treasury bonds and the dollar.",6_news_news_articles_cvg838qq7zqo.txt,US Bond Market,-0.4,90,"The article describes volatility and uncertainty in the US bond market, using phrases like 'rare move', 'rose sharply', 'fell', 'losing confidence'. This indicates a negative sentiment overall.",0.1,60,"Minimal joy, as the situation is presented as concerning.",0.2,70,"The bond market's reliability as a safe haven is questioned, reducing trust.",0.7,90,The volatility and potential economic consequences generate fear and anxiety.,0.6,85,The 'extremely rare move' and 'dramatic sell-off' indicate surprise.,0.4,80,The potential negative impact on ordinary Americans and businesses evokes sadness.,0.2,60,Some disgust at the potential mismanagement or manipulation of the market.,0.3,70,Potential frustration and anger at the economic consequences.,0.5,80,Concern about future implications and potential outcomes.
324,bbc_english,Why everyone is suddenly so interested in US bond markets,"The article discusses the recent volatility in the US bond market, triggered by concerns over trade tariffs and their potential impact on the US economy. Traditionally seen as a safe haven, US government bonds experienced a sell-off, causing interest rates to rise. This has implications for ordinary Americans and businesses, as it could lead to higher borrowing costs for mortgages, credit cards, and business loans. The article draws parallels with Liz Truss's mini-Budget in the UK, which also spooked bond markets. The article suggests that the bond market's reaction influenced President Trump to introduce a pause on tariff increases, highlighting the market's power. The article also touches upon China's significant holdings of US debt and whether they played a role in the sell-off. Ultimately, the article suggests the turmoil could lead to an emerging risk premium in US Treasury bonds and the dollar.",6_news_news_articles_cvg838qq7zqo.txt,US Trade Tariffs,-0.6,95,The tariffs are presented as the cause of the bond market volatility and potential economic problems. Phrases like 'sparked by US trade tariffs' and the reference to 'Liberation Day' tariffs announcement' suggest a negative impact.,0.0,90,No joy associated with the tariffs.,0.1,50,Reduced trust in the government's economic policies.,0.8,95,Significant fear due to the potential economic consequences of the tariffs.,0.3,70,The sudden implementation of tariffs could be surprising.,0.6,85,Sadness over the potential negative impact on the economy and people's livelihoods.,0.5,80,Disgust at the perceived unfairness or negative consequences of the tariffs.,0.7,90,Significant anger and frustration towards the tariffs.,0.6,85,Anxiety about the future impact of the tariffs.
325,bbc_english,Why everyone is suddenly so interested in US bond markets,"The article discusses the recent volatility in the US bond market, triggered by concerns over trade tariffs and their potential impact on the US economy. Traditionally seen as a safe haven, US government bonds experienced a sell-off, causing interest rates to rise. This has implications for ordinary Americans and businesses, as it could lead to higher borrowing costs for mortgages, credit cards, and business loans. The article draws parallels with Liz Truss's mini-Budget in the UK, which also spooked bond markets. The article suggests that the bond market's reaction influenced President Trump to introduce a pause on tariff increases, highlighting the market's power. The article also touches upon China's significant holdings of US debt and whether they played a role in the sell-off. Ultimately, the article suggests the turmoil could lead to an emerging risk premium in US Treasury bonds and the dollar.",6_news_news_articles_cvg838qq7zqo.txt,President Trump,-0.3,85,"While not overtly negative, Trump is portrayed as reacting to market pressures and potentially reversing course on tariffs. The phrase 'stopped the president in his tracks' suggests a negative impact on his agenda.",0.1,50,Minimal joy associated with Trump's actions in this context.,0.2,60,Reduced trust in his economic decision-making.,0.4,70,Some fear due to the uncertainty surrounding his policies.,0.5,80,Surprise at his potential reversal on tariffs.,0.3,65,Some sadness about the potential negative consequences of his policies.,0.4,75,Disgust at perceived inconsistency or negative impacts of his actions.,0.4,70,Anger and frustration towards his policies.,0.5,75,Anxiety about future policy decisions.
326,bbc_english,Why everyone is suddenly so interested in US bond markets,"The article discusses the recent volatility in the US bond market, triggered by concerns over trade tariffs and their potential impact on the US economy. Traditionally seen as a safe haven, US government bonds experienced a sell-off, causing interest rates to rise. This has implications for ordinary Americans and businesses, as it could lead to higher borrowing costs for mortgages, credit cards, and business loans. The article draws parallels with Liz Truss's mini-Budget in the UK, which also spooked bond markets. The article suggests that the bond market's reaction influenced President Trump to introduce a pause on tariff increases, highlighting the market's power. The article also touches upon China's significant holdings of US debt and whether they played a role in the sell-off. Ultimately, the article suggests the turmoil could lead to an emerging risk premium in US Treasury bonds and the dollar.",6_news_news_articles_cvg838qq7zqo.txt,China,-0.2,75,"China is mentioned as a major holder of US debt and a potential actor in the sell-off, but the article concludes that a fire sale is unlikely because it would hurt China more. This suggests a slightly negative but not strongly adversarial sentiment.",0.1,40,Little to no joy associated with China in this context.,0.3,60,"Some level of trust, but also suspicion due to trade war tensions.",0.4,70,Fear of potential economic retaliation from China.,0.2,50,Possible surprise if China were to engage in a fire sale.,0.2,55,Some sadness about the potential for further economic conflict.,0.3,65,Disgust at the trade war and its potential consequences.,0.4,70,Anger and frustration towards China's role in the trade war.,0.5,75,Anxiety about the future of the trade relationship.
327,bbc_english,Why everyone is suddenly so interested in US bond markets,"The article discusses the recent volatility in the US bond market, triggered by concerns over trade tariffs and their potential impact on the US economy. Traditionally seen as a safe haven, US government bonds experienced a sell-off, causing interest rates to rise. This has implications for ordinary Americans and businesses, as it could lead to higher borrowing costs for mortgages, credit cards, and business loans. The article draws parallels with Liz Truss's mini-Budget in the UK, which also spooked bond markets. The article suggests that the bond market's reaction influenced President Trump to introduce a pause on tariff increases, highlighting the market's power. The article also touches upon China's significant holdings of US debt and whether they played a role in the sell-off. Ultimately, the article suggests the turmoil could lead to an emerging risk premium in US Treasury bonds and the dollar.",6_news_news_articles_cvg838qq7zqo.txt,Liz Truss's mini-Budget,-0.7,90,"The mini-Budget is used as a negative comparison, highlighting the potential for disastrous consequences when bond markets are spooked. The phrase 'infamous mini-Budget' clearly indicates a negative sentiment.",0.0,90,No joy associated with this event.,0.0,90,Complete lack of trust due to the negative consequences.,0.8,95,High fear due to the potential for economic collapse.,0.4,70,Surprise at the scale of the market reaction.,0.7,90,Sadness over the economic damage caused.,0.8,95,High disgust at the perceived mismanagement.,0.7,90,Significant anger and frustration towards those responsible.,0.3,60,Anxiety about future economic instability.
328,bbc_english,"Designed in US, made in China: Why Apple is stuck","The article discusses Apple's reliance on China for manufacturing, highlighting both the benefits and vulnerabilities this creates, especially in light of US-China trade tensions and potential tariffs. Apple's deep integration with China's manufacturing ecosystem, particularly through Foxconn, has been crucial to its success. However, this dependence makes Apple susceptible to political and economic pressures. The article explores the possibility of Apple shifting production to the US or other countries like Vietnam and India, but notes the challenges and limitations. It also mentions the rising competition from Chinese smartphone companies and the impact of Chinese government policies on Apple's operations in China. The article concludes that while Apple has mitigated some immediate risks, the long-term uncertainty surrounding US-China relations and potential tariffs will continue to pressure Apple's supply chain.",7_news_news_articles_czx17361pw1o.txt,Apple's reliance on China for manufacturing,-0.2,90,"Mixed sentiment. While it acknowledges benefits, it also highlights vulnerabilities due to the geopolitical climate.",0.1,60,"Minimal joy, as the situation is complex and potentially problematic.",0.4,70,"Some trust remains in the established supply chain, but it's diminishing.",0.6,80,Significant fear due to the potential for tariffs and supply chain disruptions.,0.3,65,Surprise at the rapid shift in the US-China relationship.,0.2,60,Some sadness over the potential loss of a beneficial relationship.,0.1,50,"Minimal disgust, as the situation is more about strategic concerns.",0.2,55,Some anger at the political factors influencing the situation.,0.7,85,High anticipation about the future of Apple's supply chain and its relationship with China.
329,bbc_english,"Designed in US, made in China: Why Apple is stuck","The article discusses Apple's reliance on China for manufacturing, highlighting both the benefits and vulnerabilities this creates, especially in light of US-China trade tensions and potential tariffs. Apple's deep integration with China's manufacturing ecosystem, particularly through Foxconn, has been crucial to its success. However, this dependence makes Apple susceptible to political and economic pressures. The article explores the possibility of Apple shifting production to the US or other countries like Vietnam and India, but notes the challenges and limitations. It also mentions the rising competition from Chinese smartphone companies and the impact of Chinese government policies on Apple's operations in China. The article concludes that while Apple has mitigated some immediate risks, the long-term uncertainty surrounding US-China relations and potential tariffs will continue to pressure Apple's supply chain.",7_news_news_articles_czx17361pw1o.txt,US-China trade tensions and tariffs,-0.7,95,Negative sentiment due to the disruptive nature of tariffs and their potential harm to both Apple and China.,0.0,90,No joy associated with trade tensions and tariffs.,0.1,40,Very little trust in the stability of the trade relationship.,0.8,90,High fear due to the potential economic consequences.,0.4,70,Surprise at the sudden escalation of trade tensions.,0.6,80,Sadness over the potential damage to the US-China relationship.,0.3,60,Some disgust at the political maneuvering involved.,0.7,85,Significant anger at the perceived unfairness of the tariffs.,0.8,90,High anticipation about the future of the trade relationship.
330,bbc_english,"Designed in US, made in China: Why Apple is stuck","The article discusses Apple's reliance on China for manufacturing, highlighting both the benefits and vulnerabilities this creates, especially in light of US-China trade tensions and potential tariffs. Apple's deep integration with China's manufacturing ecosystem, particularly through Foxconn, has been crucial to its success. However, this dependence makes Apple susceptible to political and economic pressures. The article explores the possibility of Apple shifting production to the US or other countries like Vietnam and India, but notes the challenges and limitations. It also mentions the rising competition from Chinese smartphone companies and the impact of Chinese government policies on Apple's operations in China. The article concludes that while Apple has mitigated some immediate risks, the long-term uncertainty surrounding US-China relations and potential tariffs will continue to pressure Apple's supply chain.",7_news_news_articles_czx17361pw1o.txt,Trump's policies and statements regarding Apple and China,-0.5,90,Negative sentiment due to the uncertainty and potential threats posed by Trump's policies.,0.0,95,No joy associated with Trump's policies.,0.1,30,Very little trust in the consistency or predictability of Trump's policies.,0.7,90,High fear due to the potential for tariffs and other disruptive measures.,0.5,75,Surprise at the unexpected policy shifts.,0.4,70,Sadness over the potential damage to the economy and international relations.,0.3,65,Some disgust at the perceived political motivations behind the policies.,0.6,80,Significant anger at the perceived unfairness and unpredictability of the policies.,0.8,90,High anticipation about the future impact of Trump's policies.
331,bbc_english,"Designed in US, made in China: Why Apple is stuck","The article discusses Apple's reliance on China for manufacturing, highlighting both the benefits and vulnerabilities this creates, especially in light of US-China trade tensions and potential tariffs. Apple's deep integration with China's manufacturing ecosystem, particularly through Foxconn, has been crucial to its success. However, this dependence makes Apple susceptible to political and economic pressures. The article explores the possibility of Apple shifting production to the US or other countries like Vietnam and India, but notes the challenges and limitations. It also mentions the rising competition from Chinese smartphone companies and the impact of Chinese government policies on Apple's operations in China. The article concludes that while Apple has mitigated some immediate risks, the long-term uncertainty surrounding US-China relations and potential tariffs will continue to pressure Apple's supply chain.",7_news_news_articles_czx17361pw1o.txt,Apple's potential shift of manufacturing out of China,-0.1,85,"Neutral to slightly negative. Diversification is positive, but challenges and limitations exist; moving to the US is 'pure fantasy'.",0.2,50,Some joy at the prospect of diversifying the supply chain.,0.3,60,"Some trust in Apple's ability to adapt, but uncertainty remains.",0.5,75,Fear about the challenges and uncertainties involved in shifting production.,0.3,65,Surprise at the difficulties encountered in diversifying the supply chain.,0.2,55,Some sadness over the potential loss of a beneficial relationship with China.,0.1,45,"Minimal disgust, as the situation is more about strategic concerns.",0.2,50,Some anger at the political factors hindering diversification.,0.7,80,High anticipation about the future of Apple's supply chain and its geographic distribution.
332,bbc_english,"Designed in US, made in China: Why Apple is stuck","The article discusses Apple's reliance on China for manufacturing, highlighting both the benefits and vulnerabilities this creates, especially in light of US-China trade tensions and potential tariffs. Apple's deep integration with China's manufacturing ecosystem, particularly through Foxconn, has been crucial to its success. However, this dependence makes Apple susceptible to political and economic pressures. The article explores the possibility of Apple shifting production to the US or other countries like Vietnam and India, but notes the challenges and limitations. It also mentions the rising competition from Chinese smartphone companies and the impact of Chinese government policies on Apple's operations in China. The article concludes that while Apple has mitigated some immediate risks, the long-term uncertainty surrounding US-China relations and potential tariffs will continue to pressure Apple's supply chain.",7_news_news_articles_czx17361pw1o.txt,"Competition from Chinese smartphone companies (Huawei, Xiaomi, Oppo)",-0.6,90,"Negative for Apple, indicating a loss of market share and increased competition ('Apple lost its place as China's biggest smartphone seller').",0.0,90,No joy for Apple in this situation.,0.2,40,Low trust in Apple's ability to maintain its market position.,0.7,85,High fear of losing further market share.,0.3,60,Some surprise at the rapid rise of Chinese competitors.,0.6,80,Sadness over the loss of market share and competitive advantage.,0.2,50,Some disgust at the perceived unfair competition.,0.5,70,Anger at the increased competition and the factors contributing to it.,0.6,75,Anticipation about the future of Apple's market position in China.
